Timestamp Time cx cy vx vy area ratio da_dt cx_ cy_ vx_ vy_ area_ dir label ID
1636236043341469959 2021-11-06T23:00:43.341470 18.4119 470.765 -5.35281 3.05875 293.631 0.930867 -165.909 13.0591 473.823 -5.35281 3.05875 127.722 2 CAR 1589
1636236043388231221 2021-11-06T23:00:43.388233 318.466 180.967 -3.57467 7.45972 8119.78 0.511749 236.388 314.892 188.427 -3.57467 7.45972 8356.16 2 CAR 1148
1636236043440232869 2021-11-06T23:00:43.440235 317.575 196.639 -3.33138 8.20427 6286.41 0.72552 163.719 314.244 204.844 -3.33138 8.20427 6450.13 2 CAR 1148
1636236043440376282 2021-11-06T23:00:43.440376 41.946 64.5396 -7.70469 3.22743 632.737 1.17034 -62.4913 34.2413 67.767 -7.70469 3.22743 570.246 2 CAR 1297
1636236043495971477 2021-11-06T23:00:43.495973 54.7132 246.118 -2.11819 -0.411195 29324.3 0.426171 -10.4608 52.595 245.707 -2.11819 -0.411195 29313.9 -2 CAR 1
1636236043496088825 2021-11-06T23:00:43.496089 146.242 201.989 -6.34232 -7.43329 4438.63 0.725832 45.4198 139.9 194.556 -6.34232 -7.43329 4484.05 -2 CAR 1134
1636236043496194537 2021-11-06T23:00:43.496194 316.044 201.027 -3.16831 7.85855 6887.22 0.652315 178.579 312.876 208.886 -3.16831 7.85855 7065.8 2 CAR 1148
1636236043496326162 2021-11-06T23:00:43.496326 375.602 258.878 -3.35187 1.18894 12274.4 0.185579 239.62 372.25 260.067 -3.35187 1.18894 12514.1 2 CAR 1208
1636236043496425949 2021-11-06T23:00:43.496426 204.596 463.9 -3.65423 -0.489036 671.981 0.781878 20.9917 200.942 463.411 -3.65423 -0.489036 692.973 -2 CAR 1275
1636236043496559798 2021-11-06T23:00:43.496560 562.581 256.03 -0.791571 -14.2716 41273.1 0.544878 2533.51 561.789 241.758 -0.791571 -14.2716 43806.6 -2 CAR 1287
1636236043496658015 2021-11-06T23:00:43.496658 290.585 460.955 -3.53369 -0.507532 1200.4 1.16272 43.5912 287.051 460.447 -3.53369 -0.507532 1243.99 -2 CAR 1304
1636236043555178939 2021-11-06T23:00:43.555181 37.9978 266.184 -3.38776 1.36976 21450.9 0.4529 -118.768 34.61 267.553 -3.38776 1.36976 21332.1 2 CAR 1
1636236043555321676 2021-11-06T23:00:43.555322 148.067 419.74 -4.73807 5.44068 1673.24 0.962398 -105.236 143.328 425.18 -4.73807 5.44068 1568 2 CAR 5
1636236043555590832 2021-11-06T23:00:43.555591 159.574 170.517 -4.62576 -9.53069 3519.46 0.642936 13.5501 154.948 160.986 -4.62576 -9.53069 3533.01 -2 CAR 1134
1636236043555804225 2021-11-06T23:00:43.555804 316.222 214.185 -2.86537 8.33825 5450.5 0.877229 125.344 313.357 222.523 -2.86537 8.33825 5575.85 2 CAR 1148
1636236043555992816 2021-11-06T23:00:43.555993 372.757 291.81 -3.30732 3.97566 10712.8 0.146329 169.568 369.45 295.785 -3.30732 3.97566 10882.4 2 CAR 1208
1636236043556110541 2021-11-06T23:00:43.556110 231.856 458.326 -0.876172 -0.945982 691.578 0.776277 20.9078 230.98 457.38 -0.876172 -0.945982 712.486 -2 CAR 1275
1636236043556246523 2021-11-06T23:00:43.556246 599.304 320.743 2.75264 -6.80955 28951 0.466456 1569.74 602.057 313.933 2.75264 -6.80955 30520.8 -2 CAR 1287
1636236043556366866 2021-11-06T23:00:43.556367 38.6361 66.304 -6.56817 2.78685 1613.3 1.08019 11.5356 32.0679 69.0909 -6.56817 2.78685 1624.84 2 CAR 1297
1636236043556476663 2021-11-06T23:00:43.556476 289.756 463.565 -3.27708 -0.211639 1100.61 1.16819 33.6674 286.478 463.353 -3.27708 -0.211639 1134.27 -2 CAR 1304
1636236043556602003 2021-11-06T23:00:43.556602 27.6776 405.972 -1.95693 -2.96789 6592.59 0.505915 328.768 25.7206 403.004 -1.95693 -2.96789 6921.36 -2 CAR 1373
1636236043556706290 2021-11-06T23:00:43.556706 146.45 465.885 -1.47629 -0.1807 1415.01 1.41454 78.6089 144.974 465.705 -1.47629 -0.1807 1493.62 -2 CAR 1431
1636236043556818066 2021-11-06T23:00:43.556818 421.692 348.138 -2.31149 -10.5673 510.972 0.467223 -9.96603 419.381 337.57 -2.31149 -10.5673 501.006 -2 CAR 1432
1636236043556855630 2021-11-06T23:00:43.556855 599.929 7.67931 -2.28345 -1.17579 331.571 0.938517 -108.405 597.645 6.50353 -2.28345 -1.17579 223.166 -2 CAR 1547
1636236043556972124 2021-11-06T23:00:43.556972 368.066 105.978 -0.602657 18.5539 233.502 0.915002 -4.95111 367.464 124.532 -0.602657 18.5539 228.551 2 CAR 1593
1636236043608859176 2021-11-06T23:00:43.608861 34.8657 269.158 -3.36495 1.51287 16176.3 0.453655 -189.342 31.5008 270.671 -3.36495 1.51287 15986.9 2 CAR 1
1636236043608995488 2021-11-06T23:00:43.609000 155.349 420.976 -3.71169 5.08173 1275.06 0.819929 -109.232 151.637 426.058 -3.71169 5.08173 1165.83 2 CAR 5
1636236043609141456 2021-11-06T23:00:43.609141 164.164 157.716 -3.80172 -9.82312 2899 0.597976 -6.78247 160.362 147.893 -3.80172 -9.82312 2892.22 -2 CAR 1134
1636236043609319893 2021-11-06T23:00:43.609320 313.124 216.304 -2.88647 7.77562 6122.15 0.762655 142.817 310.237 224.079 -2.88647 7.77562 6264.97 2 CAR 1148
1636236043609483234 2021-11-06T23:00:43.609483 371.779 347.751 -3.09803 8.64539 8646.67 0.131309 85.6648 368.681 356.397 -3.09803 8.64539 8732.33 2 CAR 1208
1636236043609681316 2021-11-06T23:00:43.609681 243.504 454.496 0.29312 -1.21528 641.333 0.847621 16.8474 243.797 453.281 0.29312 -1.21528 658.18 -2 CAR 1275
1636236043609843302 2021-11-06T23:00:43.609843 594.119 354.138 1.99658 -2.98017 24233.1 0.554435 1185.38 596.115 351.158 1.99658 -2.98017 25418.5 -2 CAR 1287
1636236043610018246 2021-11-06T23:00:43.610018 34.0387 62.3084 -6.38158 2.14468 1211.43 1.40411 -14.6135 27.6571 64.4531 -6.38158 2.14468 1196.81 2 CAR 1297
1636236043610183197 2021-11-06T23:00:43.610206 288.801 462.461 -3.05319 -0.297688 1008.7 1.17562 25.4852 285.748 462.163 -3.05319 -0.297688 1034.19 -2 CAR 1304
1636236043610368430 2021-11-06T23:00:43.610368 26.5983 407.117 -1.87151 -2.56758 7231.37 0.464338 352.104 24.7268 404.55 -1.87151 -2.56758 7583.48 -2 CAR 1373
1636236043610470059 2021-11-06T23:00:43.610470 144.992 455.495 -1.47433 -1.27647 2205.59 1.21456 143.641 143.518 454.218 -1.47433 -1.27647 2349.23 -2 CAR 1431
1636236043610574020 2021-11-06T23:00:43.610574 420.505 352.446 -2.19142 -8.97839 490.372 0.467769 -10.9388 418.313 343.467 -2.19142 -8.97839 479.433 -2 CAR 1432
1636236043610608479 2021-11-06T23:00:43.610608 599.289 7.54785 -2.08375 -1.04888 256.602 0.95945 -104.679 597.205 6.49897 -2.08375 -1.04888 151.923 -2 CAR 1547
1636236043610735104 2021-11-06T23:00:43.610735 422.021 438.571 -1.81018 -3.79126 1282.59 0.565121 140.992 420.211 434.78 -1.81018 -3.79126 1423.58 -2 CAR 1550
1636236043610848873 2021-11-06T23:00:43.610849 367.853 129.233 -0.532068 19.405 279.827 0.844662 3.65932 367.321 148.638 -0.532068 19.405 283.486 2 CAR 1593
1636236043610913940 2021-11-06T23:00:43.610914 102.117 25.7054 11.4703 16.8231 243.077 1.27993 39.9781 113.588 42.5285 11.4703 16.8231 283.055 2 CAR 1692
1636236043656504951 2021-11-06T23:00:43.656507 314.001 228.599 -2.5462 8.18426 4941.62 0.907092 101.699 311.455 236.783 -2.5462 8.18426 5043.32 2 CAR 1148
1636236043656637383 2021-11-06T23:00:43.656637 32.4833 60.2117 -5.92382 1.74239 934.563 1.5047 -30.3278 26.5595 61.9541 -5.92382 1.74239 904.236 2 CAR 1297
1636236043656675556 2021-11-06T23:00:43.656675 552.328 11.1046 -1.39152 -0.34541 522.409 0.992556 -50.3115 550.937 10.7592 -1.39152 -0.34541 472.098 -2 CAR 1404
1636236043656812989 2021-11-06T23:00:43.656813 328.505 170.942 -6.81643 23.016 1229.89 0.94231 146.141 321.689 193.958 -6.81643 23.016 1376.03 2 CAR 1593
1636236043710199566 2021-11-06T23:00:43.710201 311.811 250.639 -2.514 9.43652 4773.28 0.86015 93.5405 309.297 260.075 -2.514 9.43652 4866.82 2 CAR 1148
1636236043710366651 2021-11-06T23:00:43.710367 569.453 357.307 -0.61036 -2.14974 16627.5 0.591662 639.241 568.842 355.158 -0.61036 -2.14974 17266.7 -2 CAR 1287
1636236043710500395 2021-11-06T23:00:43.710500 26.0707 406.651 -1.5693 -2.12881 4582.43 0.54809 130.258 24.5014 404.522 -1.5693 -2.12881 4712.69 -2 CAR 1373
1636236043710602813 2021-11-06T23:00:43.710603 315.116 191.951 -7.77897 22.7222 1925.65 0.976565 221.02 307.337 214.673 -7.77897 22.7222 2146.67 2 CAR 1593
1636236043762653276 2021-11-06T23:00:43.762657 311.715 265.25 -2.2955 9.90409 4665.33 0.823283 87.6153 309.42 275.154 -2.2955 9.90409 4752.95 2 CAR 1148
1636236043762821509 2021-11-06T23:00:43.762821 562.249 355.052 -1.21617 -2.15945 11612.2 0.670661 345.084 561.033 352.893 -1.21617 -2.15945 11957.3 -2 CAR 1287
1636236043762946106 2021-11-06T23:00:43.762946 23.4935 410.213 -1.66476 -1.58978 3006.11 0.651809 23.8309 21.8288 408.623 -1.66476 -1.58978 3029.94 -2 CAR 1373
1636236043762984930 2021-11-06T23:00:43.762985 555.435 9.29686 -0.860274 -0.446157 389.134 0.995549 -52.4059 554.574 8.85071 -0.860274 -0.446157 336.728 -2 CAR 1404
1636236043763109125 2021-11-06T23:00:43.763109 309.8 204.132 -7.44787 21.3056 2300.96 1.03816 240.124 302.353 225.438 -7.44787 21.3056 2541.08 2 CAR 1593
1636236043816427916 2021-11-06T23:00:43.816430 141.814 430.526 -3.6072 4.22333 562.594 0.896375 -112.876 138.207 434.749 -3.6072 4.22333 449.717 2 CAR 5
1636236043816564537 2021-11-06T23:00:43.816564 313.717 277.013 -1.90736 10.0719 4635 0.809789 84.2365 311.809 287.085 -1.90736 10.0719 4719.24 2 CAR 1148
1636236043816702804 2021-11-06T23:00:43.816703 30.0183 57.5389 -4.6027 1.06054 706.541 1.73507 -37.3692 25.4156 58.5994 -4.6027 1.06054 669.172 2 CAR 1297
1636236043816831465 2021-11-06T23:00:43.816831 283.099 458.398 -2.50989 -0.53739 659.415 1.15809 1.86258 280.589 457.86 -2.50989 -0.53739 661.277 -2 CAR 1304
1636236043816866793 2021-11-06T23:00:43.816866 552.171 10.296 -1.08484 -0.311124 302.658 0.957713 -54.4684 551.086 9.9849 -1.08484 -0.311124 248.19 -2 CAR 1404
1636236043816984070 2021-11-06T23:00:43.816984 308.132 216.457 -6.72482 20.182 2560.62 1.06212 242.33 301.407 236.639 -6.72482 20.182 2802.95 2 CAR 1593
1636236043869257579 2021-11-06T23:00:43.869260 314.546 285.07 -1.66024 9.89003 4707.78 0.798832 83.9164 312.886 294.96 -1.66024 9.89003 4791.69 2 CAR 1148
1636236043869410342 2021-11-06T23:00:43.869410 564.59 360.203 -0.791765 -1.31744 7633.16 0.703584 124.223 563.798 358.885 -0.791765 -1.31744 7757.38 -2 CAR 1287
1636236043869526508 2021-11-06T23:00:43.869526 24.6762 410.873 -1.25439 -1.24056 1920.05 0.809205 -39.4959 23.4218 409.633 -1.25439 -1.24056 1880.56 -2 CAR 1373
1636236043869561839 2021-11-06T23:00:43.869562 553.001 7.36627 -0.903664 -0.558871 238.262 1.06368 -55.0376 552.097 6.8074 -0.903664 -0.558871 183.225 -2 CAR 1404
1636236043869678965 2021-11-06T23:00:43.869679 309.118 222.246 -5.81541 18.4845 2677.46 1.11966 229.355 303.302 240.731 -5.81541 18.4845 2906.82 2 CAR 1593
1636236043920992362 2021-11-06T23:00:43.920994 314.919 293.68 -1.47662 9.77445 4846.59 0.778316 85.4124 313.443 303.455 -1.47662 9.77445 4932 2 CAR 1148
1636236043921137087 2021-11-06T23:00:43.921137 308.403 231.632 -5.24229 17.4622 2711.9 1.16299 210.826 303.161 249.094 -5.24229 17.4622 2922.72 2 CAR 1593
1636236043979056666 2021-11-06T23:00:43.979058 141.952 453.984 -2.71559 5.10101 1189.87 0.957417 -100.371 139.236 459.085 -2.71559 5.10101 1089.5 2 CAR 5
1636236043979170762 2021-11-06T23:00:43.979171 312.501 301.199 -1.56167 9.5708 4779.53 0.774221 81.355 310.939 310.77 -1.56167 9.5708 4860.89 2 CAR 1148
1636236043979279235 2021-11-06T23:00:43.979279 563.001 366.467 -0.792201 -0.540327 6245.57 0.664947 53.2831 562.209 365.926 -0.792201 -0.540327 6298.86 -2 CAR 1287
1636236043979456482 2021-11-06T23:00:43.979457 30.3578 55.0576 -3.42178 0.587842 673.422 1.97539 -33.8287 26.936 55.6454 -3.42178 0.587842 639.594 2 CAR 1297
1636236043979568187 2021-11-06T23:00:43.979568 286.904 456.123 -1.56639 -0.592563 754.806 1.12197 5.95106 285.338 455.53 -1.56639 -0.592563 760.757 -2 CAR 1304
1636236043979666183 2021-11-06T23:00:43.979666 25.154 403.411 -0.989475 -1.68241 4071.28 0.664518 73.1508 24.1645 401.729 -0.989475 -1.68241 4144.43 -2 CAR 1373
1636236043979695830 2021-11-06T23:00:43.979696 554.132 7.60055 -0.637472 -0.436388 179.789 1.04237 -52.3654 553.494 7.16417 -0.637472 -0.436388 127.424 -2 CAR 1404
1636236043979794400 2021-11-06T23:00:43.979794 309.001 237.8 -4.61166 16.2426 2749.65 1.17302 195.64 304.389 254.042 -4.61166 16.2426 2945.29 2 CAR 1593
1636236043979857731 2021-11-06T23:00:43.979857 25.042 17.0084 -1.55524 -0.311047 254.447 1.09678 4.02518 23.4868 16.6974 -1.55524 -0.311047 258.473 -2 CAR 1751
1636236044028179558 2021-11-06T23:00:44.028183 310.979 311.573 -1.55807 9.64332 4727.02 0.750793 77.8741 309.421 321.216 -1.55807 9.64332 4804.89 2 CAR 1148
1636236044028411204 2021-11-06T23:00:44.028411 562.739 364.636 -0.744878 -0.655604 4183.57 0.722211 -34.7985 561.994 363.981 -0.744878 -0.655604 4148.77 -2 CAR 1287
1636236044028622342 2021-11-06T23:00:44.028623 308.747 245.445 -4.15618 15.3439 2745.57 1.20172 179.397 304.591 260.789 -4.15618 15.3439 2924.97 2 CAR 1593
1636236044081079641 2021-11-06T23:00:44.081082 311.758 322.381 -1.34712 9.74844 4820.87 0.748077 78.2804 310.411 332.13 -1.34712 9.74844 4899.15 2 CAR 1148
1636236044081272433 2021-11-06T23:00:44.081272 308.808 255.664 -3.727 14.8224 2593.3 1.28238 154.29 305.081 270.486 -3.727 14.8224 2747.59 2 CAR 1593
1636236044134599396 2021-11-06T23:00:44.134602 312.102 330.086 -1.19454 9.56402 4822.97 0.762815 76.3851 310.907 339.65 -1.19454 9.56402 4899.35 2 CAR 1148
1636236044134743725 2021-11-06T23:00:44.134743 561.057 362.303 -0.761672 -0.744952 2617.91 0.815966 -92.5245 560.295 361.558 -0.761672 -0.744952 2525.38 -2 CAR 1287
1636236044134865739 2021-11-06T23:00:44.134865 308.313 260.968 -3.40519 13.8747 2510.38 1.33754 137.515 304.908 274.843 -3.40519 13.8747 2647.89 2 CAR 1593
1636236044187749328 2021-11-06T23:00:44.187751 312.927 338.573 -1.01228 9.46679 4864.56 0.753516 75.5377 311.914 348.039 -1.01228 9.46679 4940.1 2 CAR 1148
1636236044187863012 2021-11-06T23:00:44.187863 308.25 271.665 -3.07834 13.5638 2555.01 1.32174 131.356 305.171 285.229 -3.07834 13.5638 2686.36 2 CAR 1593
1636236044244699190 2021-11-06T23:00:44.244702 139.812 466.363 -1.85 4.10769 541.377 0.977823 -102.204 137.962 470.471 -1.85 4.10769 439.174 2 CAR 5
1636236044244851660 2021-11-06T23:00:44.244852 311.97 348.014 -1.00723 9.46447 4746.67 0.785371 70.9222 310.963 357.478 -1.00723 9.46447 4817.59 2 CAR 1148
1636236044244986332 2021-11-06T23:00:44.244986 558.341 364.07 -0.864726 -0.463637 2595.55 0.727663 -86.6748 557.476 363.606 -0.864726 -0.463637 2508.88 -2 CAR 1287
1636236044245109214 2021-11-06T23:00:44.245109 29.3383 52.5614 -2.19601 0.173743 541.995 2.23994 -32.4368 27.1423 52.7351 -2.19601 0.173743 509.558 2 CAR 1297
1636236044245226832 2021-11-06T23:00:44.245227 281.726 455.734 -1.36377 -0.395989 560.362 1.01809 -2.42806 280.363 455.338 -1.36377 -0.395989 557.934 -2 CAR 1304
1636236044245348467 2021-11-06T23:00:44.245348 20.0194 395 -1.0039 -1.68234 2194.01 0.887543 -17.9771 19.0155 393.318 -1.0039 -1.68234 2176.03 -2 CAR 1373
1636236044245477518 2021-11-06T23:00:44.245477 308.337 278.522 -2.77321 12.9174 2485.47 1.3318 118.822 305.564 291.44 -2.77321 12.9174 2604.29 2 CAR 1593
1636236044245517123 2021-11-06T23:00:44.245517 17.0115 14.0626 -1.58928 -0.497126 283.797 1.17962 5.19509 15.4222 13.5655 -1.58928 -0.497126 288.992 -2 CAR 1751
1636236044245560017 2021-11-06T23:00:44.245560 294.235 9.88231 -3.05875 1.52937 861.846 2.23072 179.901 291.177 11.4117 -3.05875 1.52937 1041.75 2 CAR 1798
1636236044295008552 2021-11-06T23:00:44.295010 312.293 356.513 -0.887213 9.37738 4823.47 0.767579 71.0598 311.406 365.89 -0.887213 9.37738 4894.53 2 CAR 1148
1636236044295127818 2021-11-06T23:00:44.295128 555.149 363.2 -1.07088 -0.499588 1970.69 0.832806 -105.395 554.078 362.701 -1.07088 -0.499588 1865.3 -2 CAR 1287
1636236044295227008 2021-11-06T23:00:44.295227 21.0551 400.618 -0.831257 -1.0644 1479.02 0.799768 -45.2461 20.2239 399.554 -0.831257 -1.0644 1433.77 -2 CAR 1373
1636236044295367248 2021-11-06T23:00:44.295367 308.47 285.911 -2.49644 12.3909 2433.51 1.3809 108.765 305.974 298.301 -2.49644 12.3909 2542.28 2 CAR 1593
1636236044295448159 2021-11-06T23:00:44.295448 296.11 15.2984 -0.535412 3.51755 1531.23 2.05351 386.397 295.574 18.8159 -0.535412 3.51755 1917.63 2 CAR 1798
1636236044349034386 2021-11-06T23:00:44.349038 312.447 367.268 -0.793293 9.50168 4776.34 0.769939 68.3488 311.654 376.77 -0.793293 9.50168 4844.69 2 CAR 1148
1636236044349192127 2021-11-06T23:00:44.349192 308.61 295.485 -2.24785 12.1253 2403.66 1.3819 101.038 306.362 307.61 -2.24785 12.1253 2504.7 2 CAR 1593
1636236044349243962 2021-11-06T23:00:44.349244 297.469 21.3025 0.147172 4.41347 2257.75 1.82018 496.711 297.616 25.7159 0.147172 4.41347 2754.46 2 CAR 1798
1636236044406197021 2021-11-06T23:00:44.406199 134.884 462.088 -1.79968 2.76531 475.752 0.971894 -99.2418 133.085 464.853 -1.79968 2.76531 376.511 2 CAR 5
1636236044406312446 2021-11-06T23:00:44.406312 309.921 372.349 -0.949632 9.10283 4842.77 0.756316 68.3055 308.971 381.452 -0.949632 9.10283 4911.07 2 CAR 1148
1636236044406416927 2021-11-06T23:00:44.406417 552.231 365.9 -1.13841 -0.17798 2089.34 0.718065 -94.6337 551.093 365.722 -1.13841 -0.17798 1994.71 -2 CAR 1287
1636236044406514322 2021-11-06T23:00:44.406514 30.551 50.4829 -1.56331 -0.0371112 405.557 1.88979 -33.7443 28.9877 50.4458 -1.56331 -0.0371112 371.813 -1 CAR 1297
1636236044406603854 2021-11-06T23:00:44.406604 277.099 459.146 -1.40728 -0.0223842 392.463 1.03935 -7.85659 275.692 459.124 -1.40728 -0.0223842 384.607 -1 CAR 1304
1636236044406701358 2021-11-06T23:00:44.406701 19.0898 411.997 -0.857509 0.106492 2374.94 0.657211 -9.29147 18.2322 412.103 -0.857509 0.106492 2365.65 2 CAR 1373
1636236044406802289 2021-11-06T23:00:44.406802 308.088 305.248 -2.08637 11.9043 2443.37 1.36235 97.7927 306.002 317.152 -2.08637 11.9043 2541.17 2 CAR 1593
1636236044406895423 2021-11-06T23:00:44.406895 491.032 473 -0.611628 0 205.905 1.20672 -2.04866 490.42 473 -0.611628 0 203.856 -1 CAR 1762
1636236044406933067 2021-11-06T23:00:44.406933 297.16 24.4465 0.0220384 4.06474 2803.13 1.63869 509.455 297.182 28.5112 0.0220384 4.06474 3312.59 2 CAR 1798
1636236044460225864 2021-11-06T23:00:44.460228 138.44 460.893 -1.33732 2.42342 321.193 0.981725 -99.9194 137.103 463.316 -1.33732 2.42342 221.274 2 CAR 5
1636236044460414644 2021-11-06T23:00:44.460414 310.949 379.851 -0.771188 8.95837 5017.03 0.73619 70.6467 310.178 388.809 -0.771188 8.95837 5087.67 2 CAR 1148
1636236044460630477 2021-11-06T23:00:44.460630 551.699 366.576 -1.08458 -0.10217 2077.34 0.665938 -92.0132 550.615 366.474 -1.08458 -0.10217 1985.33 -2 CAR 1287
1636236044460768637 2021-11-06T23:00:44.460768 22.0888 408.691 -0.51421 -0.197248 1949.98 0.672961 -23.9481 21.5746 408.494 -0.51421 -0.197248 1926.03 -2 CAR 1373
1636236044460882741 2021-11-06T23:00:44.460883 307.963 313.782 -1.90412 11.5911 2459.56 1.37927 93.683 306.059 325.373 -1.90412 11.5911 2553.24 2 CAR 1593
1636236044460926984 2021-11-06T23:00:44.460927 299.194 29.5743 0.468557 4.30067 3366.97 1.44721 521.325 299.663 33.875 0.468557 4.30067 3888.29 2 CAR 1798
1636236044509483196 2021-11-06T23:00:44.509485 310.715 386.975 -0.722746 8.79286 5122.19 0.736705 71.3959 309.992 395.768 -0.722746 8.79286 5193.59 2 CAR 1148
1636236044509618361 2021-11-06T23:00:44.509618 551.522 367.474 -1.00301 -0.0123391 1762.51 0.704548 -98.8814 550.519 367.461 -1.00301 -0.0123391 1663.63 -1 CAR 1287
1636236044509740973 2021-11-06T23:00:44.509741 21.1982 403.584 -0.54821 -0.640676 1451.7 0.678629 -40.1504 20.6499 402.944 -0.54821 -0.640676 1411.55 -2 CAR 1373
1636236044509873198 2021-11-06T23:00:44.509873 307.982 321.205 -1.72635 11.2059 2528.96 1.33685 92.5169 306.256 332.411 -1.72635 11.2059 2621.48 2 CAR 1593
1636236044509934760 2021-11-06T23:00:44.509935 299.201 33.2648 0.381971 4.18637 4014.6 1.31205 544.847 299.583 37.4512 0.381971 4.18637 4559.45 2 CAR 1798
1636236044565286795 2021-11-06T23:00:44.565290 134.404 460.543 -1.4554 1.97259 356.441 0.975539 -97.0578 132.949 462.516 -1.4554 1.97259 259.383 2 CAR 5
1636236044565432993 2021-11-06T23:00:44.565433 309.997 394.613 -0.72227 8.68872 5243.57 0.724947 72.4618 309.275 403.302 -0.72227 8.68872 5316.03 2 CAR 1148
1636236044565559837 2021-11-06T23:00:44.565560 550.833 366.507 -0.974635 -0.0985526 2002.57 0.645505 -88.7161 549.859 366.408 -0.974635 -0.0985526 1913.86 -1 CAR 1287
1636236044565669648 2021-11-06T23:00:44.565669 286.449 450.595 -0.292646 -0.719199 305.986 0.996112 -9.7999 286.156 449.876 -0.292646 -0.719199 296.186 -2 CAR 1304
1636236044565834225 2021-11-06T23:00:44.565834 18.9184 409.515 -0.705336 -0.044392 1662.98 0.661149 -31.8207 18.2131 409.47 -0.705336 -0.044392 1631.16 -1 CAR 1373
1636236044565942652 2021-11-06T23:00:44.565942 307.396 330.835 -1.62142 11.0608 2600.06 1.3318 91.5334 305.775 341.896 -1.62142 11.0608 2691.6 2 CAR 1593
1636236044566059567 2021-11-06T23:00:44.566059 299.183 38.5138 0.316606 4.36015 4742.68 1.17189 574.474 299.499 42.8739 0.316606 4.36015 5317.15 2 CAR 1798
1636236044566130066 2021-11-06T23:00:44.566130 597.059 15.2354 -0.764687 -3.05875 563.784 0.827458 173.905 596.294 12.1766 -0.764687 -3.05875 737.689 -2 CAR 1877
1636236044616152544 2021-11-06T23:00:44.616154 308.442 408.329 -0.797379 9.14222 4990.82 0.724606 65.6431 307.645 417.471 -0.797379 9.14222 5056.47 2 CAR 1148
1636236044616278778 2021-11-06T23:00:44.616279 554.522 364.835 -0.552863 -0.240776 1449.51 0.743034 -102.278 553.97 364.595 -0.552863 -0.240776 1347.24 -2 CAR 1287
1636236044616429726 2021-11-06T23:00:44.616429 307.883 341.31 -1.42813 11.0071 2553.21 1.35023 85.4463 306.455 352.317 -1.42813 11.0071 2638.65 2 CAR 1593
1636236044616479492 2021-11-06T23:00:44.616479 299.161 44.9939 0.266953 4.6709 5385.24 1.0504 584.168 299.428 49.6648 0.266953 4.6709 5969.41 2 CAR 1798
1636236044673815212 2021-11-06T23:00:44.673817 133.443 462.553 -1.28735 1.80577 519.116 0.953683 -92.747 132.155 464.359 -1.28735 1.80577 426.369 2 CAR 5
1636236044674033192 2021-11-06T23:00:44.674033 305.918 416.51 -0.953204 9.05557 5781.59 0.718478 80.5967 304.965 425.566 -0.953204 9.05557 5862.18 2 CAR 1148
1636236044674151905 2021-11-06T23:00:44.674152 23.8811 69.961 -1.47631 1.45483 256.579 1.48974 -33.1736 22.4048 71.4159 -1.47631 1.45483 223.406 2 CAR 1297
1636236044674272917 2021-11-06T23:00:44.674273 21.7367 397.548 -0.335411 -1.08339 3129.46 0.569381 15.9661 21.4013 396.465 -0.335411 -1.08339 3145.43 -2 CAR 1373
1636236044674395116 2021-11-06T23:00:44.674395 306.811 348.843 -1.39554 10.6895 2555.24 1.331 81.9254 305.415 359.532 -1.39554 10.6895 2637.17 2 CAR 1593
1636236044674446417 2021-11-06T23:00:44.674446 300.485 48.5453 0.408771 4.52073 5987.11 0.939048 586.412 300.894 53.066 0.408771 4.52073 6573.52 2 CAR 1798
1636236044674485604 2021-11-06T23:00:44.674485 546.034 12.9757 -1.66596 1.18997 225.706 1 -6.62214 544.368 14.1657 -1.66596 1.18997 219.084 2 CAR 1867
1636236044674620862 2021-11-06T23:00:44.674621 365.964 288.088 0.893057 122.795 6300.93 0.310264 2236.88 366.857 410.883 0.893057 122.795 8537.81 2 CAR 1903
1636236044723273342 2021-11-06T23:00:44.723275 308.906 425.196 -0.597655 9.02222 5442.13 0.753259 72.0734 308.308 434.219 -0.597655 9.02222 5514.21 2 CAR 1148
1636236044723515792 2021-11-06T23:00:44.723516 552.834 370.683 -0.626993 0.302683 1752.81 0.745204 -88.2447 552.207 370.985 -0.626993 0.302683 1664.57 2 CAR 1287
1636236044723638517 2021-11-06T23:00:44.723638 307.758 356.571 -1.18194 10.4194 2465.76 1.38031 74.9694 306.576 366.99 -1.18194 10.4194 2540.72 2 CAR 1593
1636236044723697638 2021-11-06T23:00:44.723697 300.297 53.6901 0.334243 4.59861 6661.52 0.84283 596.446 300.631 58.2887 0.334243 4.59861 7257.97 2 CAR 1798
1636236044775672098 2021-11-06T23:00:44.775674 312.678 427.546 -0.203421 8.42023 4572.15 0.905577 53.2573 312.474 435.966 -0.203421 8.42023 4625.41 2 CAR 1148
1636236044775812509 2021-11-06T23:00:44.775812 306.154 460.287 1.35642 0.273638 709.726 1.3594 2.48761 307.511 460.56 1.35642 0.273638 712.214 2 CAR 1304
1636236044775925202 2021-11-06T23:00:44.775925 308.16 365.037 -1.03777 10.2416 2338.22 1.44443 67.0564 307.122 375.278 -1.03777 10.2416 2405.27 2 CAR 1593
1636236044776000519 2021-11-06T23:00:44.776000 299.546 66.0768 0.206652 5.51489 6997.14 0.778745 569.48 299.753 71.5917 0.206652 5.51489 7566.62 2 CAR 1798
